writer_id,line_id,Text
14,n04-149-00-07_14_Sure,Sure
56,d04-058-04-03_56_heavens,heavens
56,d04-058-04-00_56_shut,shut
11,f07-073-09-02_11_poetry,poetry
54,m02-069-03-09_54_warp,warp
123,g07-079a-05-05_123_wedding,wedding
76,g01-045-03-05_76_fines,fines
84,d06-020-00-03_84_prayed,prayed
66,c04-110-00-13_66_star,star
11,f07-069-04-08_11_Turkish,Turkish
92,g01-067-04-04_92_poorest,poorest
1,m02-048-08-02_1_Moon,Moon
84,d06-008-03-01_84_seeds,seeds
68,d04-032-09-04_68_Sabbath,Sabbath
104,g01-016-04-02_104_mail,mail
4,n04-209-00-03_4_wafted,wafted
104,g01-019-07-08_104_Bayonne,Bayonne
39,m04-123-01-00_39_restive,restive
26,d07-096-03-06_26_Boaz,Boaz
111,m02-095-03-07_111_repel,repel
23,n02-154-00-05_23_jolt,jolt
51,d06-096-08-04_51_trains,trains
117,f07-013-08-03_117_load,load
20,g02-073-02-01_20_rouse,rouse
14,n04-163-07-00_14_lets,lets
75,m06-076-04-01_75_flyman,flyman
116,n01-052-12-03_116_Eve,Eve
6,g01-034-01-00_6_booty,booty
13,g04-048-05-03_13_quiet,quiet
75,m06-067-00-04_75_foul,foul
149,n02-127-04-05_149_whale,whale
128,n03-097-07-01_128_rope,rope
120,p02-022-08-06_120_Elaine,Elaine
8,g03-052-02-00_8_voured,voured
62,e06-010-05-01_62_optimum,optimum
14,n04-149-01-10_14_gen,gen
135,p02-069-01-06_135_Lilyan,Lilyan
134,f07-024a-01-02_134_cooking,cooking
32,m03-006-02-08_32_mules,mules
26,d07-093-03-06_26_Mishnah,Mishnah
129,d04-101-01-03_129_Torah,Torah
150,f07-006-01-04_150_impale,impale
10,d06-113-01-02_10_ensues,ensues
4,n04-209-00-07_4_diesel,diesel
109,m04-093-02-04_109_glanced,glanced
124,e01-055-03-06_124_clumsy,clumsy
48,c04-134-02-01_48_Compton,Compton
117,f07-021b-09-04_117_sighed,sighed
88,f07-096-05-10_88_veal,veal
117,f07-013-03-00_117_tation,tation
75,m06-076-00-08_75_Flor,Flor
26,d07-089-09-03_26_Gemara,Gemara
25,f04-053-00-03_25_inquest,inquest
124,d01-118-04-06_124_unused,unused
62,d06-111-06-02_62_closing,closing
66,c04-116-01-00_66_writer,writer
26,d07-089-05-07_26_Mishnah,Mishnah
13,g04-048-03-01_13_lancet,lancet
36,g01-004-03-08_36_sailed,sailed
117,f07-013-10-00_117_arts,arts
105,d04-111-09-02_105_hurled,hurled
147,d04-053-08-00_147_aside,aside
129,d04-101-04-00_129_delight,delight
115,d01-019-01-06_115_assumed,assumed
146,g03-004-02-10_146_Kate,Kate
145,n03-066-07-06_145_gale,gale
77,m04-238-05-04_77_folded,folded
10,d06-060-02-08_10_shunned,shunned
26,d07-085-05-03_26_Levi,Levi
156,n04-068-02-03_156_snub,snub
46,d04-016-02-06_46_guards,guards
11,f07-081b-02-11_11_finesse,finesse
126,g03-043-04-05_126_Also,Also
92,g01-067-09-05_92_clerics,clerics
33,d04-050-03-02_33_aims,aims
50,p02-115-07-02_50_behaves,behaves
46,d04-016-04-06_46_acid,acid
19,n06-119-05-08_19_buttes,buttes
69,m01-125-00-07_69_coast,coast
148,g04-052-02-04_148_gifts,gifts
42,g03-000-06-03_42_prizes,prizes
81,p03-023-05-01_81_lark,lark
117,f07-013-08-00_117_groaned,groaned
84,d06-008-05-02_84_forty,forty
156,n04-075-02-00_156_fault,fault
152,n03-126-04-04_152_shallow,shallow
39,m04-113-03-00_39_Joy,Joy
116,n01-052-08-06_116_Guards,Guards
90,m01-049-10-02_90_breaths,breaths
120,p02-022-08-00_120_kisses,kisses
103,p01-168-03-09_103_Mad,Mad
36,g01-004-04-08_36_Vienne,Vienne
79,p02-150-06-08_79_ashamed,ashamed
134,f07-024a-04-10_134_languid,languid
151,g02-059-01-05_151_animals,animals
34,e06-033-05-00_34_Knoll,Knoll
34,d06-072-09-05_34_builds,builds
59,n04-114-06-05_59_kids,kids
21,n01-009-04-02_21_supper,supper
61,n03-064-00-03_61_rocky,rocky
67,c04-165-07-04_67_pubs,pubs
139,n01-036-02-09_139_glanced,glanced
11,f07-069-09-02_11_Magyar,Magyar
150,f07-002-00-08_150_dictum,dictum
100,p03-173-05-02_100_hurt,hurt
60,f07-081a-04-04_60_finesse,finesse
93,f04-087-04-02_93_handbag,handbag
56,d04-062-04-00_56_adds,adds
36,g01-004-01-08_36_nobles,nobles
150,f07-002-06-07_150_gobbet,gobbet
51,d06-027-05-06_51_enemies,enemies
80,m01-131-05-03_80_tennis,tennis
36,g01-008-03-02_36_foe,foe
136,d01-085-05-06_136_column,column
134,f07-024a-03-06_134_cooked,cooked
99,e06-026-02-01_99_biased,biased
149,n02-104-02-08_149_sensing,sensing
60,f07-081a-00-04_60_inborn,inborn
114,p06-104-02-06_114_Devil,Devil
16,p01-155-04-04_16_sect,sect
17,p03-072-04-10_17_Trouble,Trouble
105,d04-111-02-00_105_Derush,Derush
15,d04-021-04-06_15_stone,stone
29,d01-104-06-07_29_codex,codex
75,m06-067-05-07_75_tribe,tribe
109,m04-100-05-01_109_nowhere,nowhere
98,p03-080-00-03_98_Gubbins,Gubbins
26,d07-082-01-03_26_Gemara,Gemara
15,d04-021-02-08_15_hardest,hardest
60,f07-084a-07-08_60_soup,soup
124,d01-118-03-01_124_roll,roll
147,d04-053-09-03_147_thy,thy
75,m06-106-02-09_75_Flor,Flor
88,f07-096-00-05_88_feeder,feeder
129,d04-096-02-07_129_Salt,Salt
76,g01-039-01-04_76_taxes,taxes
32,m03-006-05-05_32_Think,Think
72,m01-079-06-02_72_beat,beat
65,f04-061-04-00_65_foul,foul
156,n04-052-07-11_156_Have,Have
88,f07-092b-01-10_88_charms,charms
7,m01-136-10-00_7_tuning,tuning
19,n06-128-01-01_19_figured,figured
128,n03-103-07-03_128_pier,pier
82,g02-062-06-07_82_beat,beat
112,m02-109-02-00_112_worried,worried
117,f07-019b-06-01_117_gorging,gorging
151,g02-059-06-10_151_animals,animals
99,d06-025-05-05_99_Knows,Knows
3,p02-076-06-00_3_seated,seated
134,f07-019a-04-10_134_gorging,gorging
51,d06-027-00-01_51_Kagawa,Kagawa
13,g04-043-04-05_13_Prayer,Prayer
28,m02-059-03-08_28_cook,cook
64,e06-003-10-02_64_spawn,spawn
135,p02-090-03-00_135_Simone,Simone
155,f04-068-04-10_155_famous,famous
30,g01-025-09-01_30_Revolt,Revolt
26,d07-096-06-05_26_framed,framed
128,n03-103-06-02_128_canvas,canvas
109,m04-078-03-07_109_Enter,Enter
114,p06-096-02-00_114_origin,origin
117,f07-024b-06-03_117_length,length
82,g02-062-05-04_82_animals,animals
114,p06-052-06-00_114_fided,fided
19,n06-140-06-07_19_saddle,saddle
150,f07-002-02-05_150_allows,allows
117,f07-024b-03-04_117_feast,feast
114,p06-047-04-06_114_flick,flick
109,m04-100-03-01_109_Radio,Radio
36,g01-004-04-04_36_Admiral,Admiral
82,g02-062-05-06_82_Harvey,Harvey
90,m01-049-08-01_90_toes,toes
134,f07-021a-00-10_134_boiling,boiling
36,g01-004-00-06_36_victory,victory
114,p06-088-06-05_114_Elation,Elation
80,m01-131-02-03_80_Inside,Inside
26,d07-082-06-03_26_Levi,Levi
106,f04-032-00-04_106_cope,cope
27,m02-066-02-09_27_Earth,Earth
75,m06-076-04-04_75_lobes,lobes
149,n02-104-02-03_149_fondle,fondle
105,d04-111-03-04_105_PARDUS,PARDUS
126,g03-043-04-03_126_babies,babies
3,p02-076-10-00_3_hers,hers
56,d04-058-05-00_56_yield,yield
0,m03-013-01-02_0_cosmic,cosmic
1,m02-048-00-06_1_Plato,Plato
109,m04-081-04-00_109_depth,depth
150,f07-002-04-06_150_cave,cave
19,n06-119-06-00_19_malpais,malpais
19,n06-128-07-06_19_singly,singly
104,g01-016-03-03_104_yeomen,yeomen
48,c04-134-01-02_48_Band,Band
75,m06-067-04-12_75_move,move
16,p01-155-04-00_16_baptism,baptism
38,p03-181-02-07_38_dignity,dignity
136,d01-080-04-07_136_Roberts,Roberts
23,n02-154-03-01_23_halting,halting
40,m01-084-00-04_40_portent,portent
123,g07-079a-00-03_123_Augusta,Augusta
11,f07-081b-04-07_11_exists,exists
141,m01-060-01-06_141_leaning,leaning
156,n04-060-05-03_156_casing,casing
113,p02-105-01-01_113_Simone,Simone
154,p02-135-06-04_154_compact,compact
130,c04-144-00-01_130_Granada,Granada
106,f04-035-01-00_106_trails,trails
117,f07-021b-02-00_117_Britons,Britons
114,p06-088-03-04_114_Besides,Besides
130,c04-144-04-07_130_Potter,Potter
57,d04-089-00-06_57_bread,bread
19,n06-100-07-06_19_deck,deck
111,m02-095-05-01_111_nurture,nurture
5,m01-095-05-05_5_ears,ears
26,d07-085-06-05_26_Esther,Esther
56,d04-058-00-03_56_Mammon,Mammon
152,n03-126-03-06_152_upside,upside
156,n04-068-04-06_156_bedroom,bedroom
114,p06-042-09-00_114_mantle,mantle
123,g07-079a-10-02_123_fortune,fortune
66,c04-110-03-00_66_CHRIS,CHRIS
149,n02-104-03-00_149_amiss,amiss
11,f07-084b-07-02_11_outdo,outdo
46,d04-016-06-02_46_stone,stone
19,n06-082-03-02_19_Johnny,Johnny
61,n03-064-03-01_61_sail,sail
71,n02-028-00-02_71_Blanche,Blanche
120,p02-022-01-08_120_wasted,wasted
151,g02-059-00-04_151_gauged,gauged
150,f07-000b-05-05_150_covet,covet
140,d05-040-04-00_140_altars,altars
66,c04-116-00-20_66_lyric,lyric
76,g01-043-09-00_76_excess,excess
125,f04-074-09-07_125_scarf,scarf
49,m03-033-04-02_49_Indians,Indians
8,g03-052-08-05_8_Barton,Barton
29,d01-104-02-01_29_elder,elder
19,n06-133-05-09_19_closer,closer
114,p06-030-05-00_114_Truth,Truth
4,n04-202-05-05_4_jetty,jetty
51,d06-027-04-08_51_shadows,shadows
113,p02-105-03-02_113_disgust,disgust
60,f07-084a-08-03_60_brew,brew
76,g01-039-06-04_76_wool,wool
150,f07-006-05-01_150_toying,toying
129,d04-101-01-06_129_Oral,Oral
88,f07-088b-05-09_88_bread,bread
152,n03-126-00-08_152_string,string
12,d05-021-02-05_12_Body,Body
109,m04-072-07-00_109_trouser,trouser
77,m04-246-04-02_77_pushed,pushed
90,m01-049-11-04_90_ecstacy,ecstacy
99,d06-025-02-00_99_Was,Was
57,d04-086-03-11_57_Bitter,Bitter
73,p03-163-06-04_73_quarrel,quarrel
90,m01-049-05-05_90_loosely,loosely
26,d07-085-02-00_26_sugya,sugya
56,d04-058-03-05_56_wrath,wrath
26,d07-082-07-05_26_Rabh,Rabh
141,m01-060-02-10_141_awaited,awaited
114,p06-104-08-09_114_despise,despise
134,f07-019a-02-07_134_epoch,epoch
75,m06-083-05-07_75_Band,Band
114,p06-088-02-02_114_heavens,heavens
43,m03-118-02-01_43_receive,receive
104,g01-016-01-06_104_judges,judges
6,g01-037-05-00_6_yeomen,yeomen
60,f07-092a-08-03_60_turbot,turbot
139,n01-036-05-01_139_resting,resting
15,d04-028-01-06_15_purlin,purlin
75,m06-091-02-08_75_useless,useless
26,d07-102-01-04_26_Eleazar,Eleazar
3,p02-076-06-07_3_shadowy,shadowy
128,n03-097-03-07_128_slant,slant
134,f07-024a-08-01_134_urns,urns
141,m01-060-06-00_141_upward,upward
78,m02-112-02-00_78_Mos,Mos
11,f07-084b-07-08_11_peppers,peppers
150,f07-002-05-00_150_hide,hide
75,m06-106-07-05_75_delight,delight
45,n02-037-02-00_45_Blanche,Blanche
154,p02-135-00-02_154_Lilyan,Lilyan
75,m06-091-04-06_75_Flor,Flor
121,m04-038-03-02_121_Roberts,Roberts
22,m03-114-04-03_22_invaded,invaded
90,m01-049-07-05_90_tips,tips
64,e06-003-07-02_64_Ground,Ground
26,d07-089-06-06_26_Mishnah,Mishnah
75,m06-091-06-02_75_savage,savage
23,n02-154-02-06_23_grin,grin
82,g02-062-07-00_82_systole,systole
149,n02-104-02-04_149_Judy,Judy
76,g01-039-07-04_76_staple,staple
158,p02-139-01-13_158_Harland,Harland
79,p02-150-08-01_79_hurt,hurt
82,g02-062-08-04_82_vein,vein
77,n04-009-04-02_77_likes,likes
75,m06-067-00-10_75_growled,growled
50,p02-115-00-05_50_shake,shake
75,m06-091-02-07_75_plainly,plainly
128,n03-103-08-02_128_tiller,tiller
29,d01-104-02-08_29_papyrus,papyrus
19,n06-123-02-02_19_trail,trail
31,f04-039-02-00_31_tiff,tiff
109,m04-072-05-06_109_Already,Already
88,f07-088b-01-04_88_genius,genius
39,m04-107-01-03_39_Hostel,Hostel
99,d06-104-02-02_99_Friday,Friday
64,e06-030-03-01_64_winds,winds
46,d04-016-08-04_46_nearer,nearer
2,n02-009-01-03_2_Blanche,Blanche
59,n04-092-08-01_59_Courier,Courier
145,n03-066-06-02_145_lungs,lungs
46,d04-012-02-05_46_guarded,guarded
10,d06-041-02-00_10_noting,noting
52,n03-120-05-01_52_trout,trout
60,f07-084a-10-01_60_outdo,outdo
156,n04-060-02-06_156_Guards,Guards
12,d05-030-04-03_12_Laud,Laud
95,p01-147-02-03_95_grave,grave
104,g01-016-03-05_104_pierce,pierce
109,m04-072-04-04_109_feared,feared
76,g01-045-06-00_76_borders,borders
11,f07-073-00-02_11_cuisine,cuisine
34,e06-033-03-03_34_length,length
64,d06-107-10-01_64_washing,washing
43,m03-118-05-02_43_bushes,bushes
12,d05-030-01-03_12_nobler,nobler
156,n04-060-05-05_156_defuse,defuse
136,d01-085-04-00_136_columns,columns
60,f07-084a-06-02_60_sang,sang
109,m04-072-03-02_109_jewels,jewels
121,m04-038-03-08_121_Joy,Joy
88,f07-096-02-03_88_Brigham,Brigham
59,n04-100-04-02_59_relish,relish
12,d05-025-08-01_12_Prayer,Prayer
19,n06-111-04-01_19_horse,horse
11,f07-084b-06-06_11_fishes,fishes
22,m03-114-07-00_22_savage,savage
128,n03-097-05-03_128_tiller,tiller
125,f04-079-04-08_125_assist,assist
107,p03-047-00-06_107_Phil,Phil
107,p03-047-03-07_107_loaned,loaned
57,d04-086-02-06_57_depict,depict
26,d07-096-08-03_26_Court,Court
19,n06-111-03-00_19_mining,mining
19,n06-092-08-01_19_agency,agency
110,d05-013-06-06_110_Book,Book
109,m04-078-07-05_109_knots,knots
17,p03-072-00-05_17_lowered,lowered
147,d04-047-04-00_147_Jochai,Jochai
59,n04-084-03-06_59_Pleased,Pleased
14,n04-149-05-10_14_drinks,drinks
60,f07-084a-07-02_60_dish,dish
26,d07-102-03-03_26_Shem,Shem
124,d01-123-06-07_124_gummed,gummed
12,d05-021-01-07_12_Rubric,Rubric
19,n06-082-06-02_19_bother,bother
51,e06-021-08-01_51_drift,drift
92,g01-067-09-03_92_laymen,laymen
104,g01-016-06-04_104_archers,archers
37,p01-174-04-05_37_remiss,remiss
75,m06-106-00-00_75_Motion,Motion
25,f04-057-03-01_25_emerged,emerged
120,p02-022-03-06_120_rocks,rocks
11,f07-073-04-07_11_cook,cook
36,g01-008-03-01_36_elusive,elusive
98,p03-080-00-01_98_Gubbins,Gubbins
156,n04-048-04-00_156_baggage,baggage
99,e06-026-09-01_99_Suffolk,Suffolk
149,n02-114-08-00_149_Forrest,Forrest
120,p02-022-03-00_120_moon,moon
66,c04-116-02-09_66_Alley,Alley
13,g04-043-06-09_13_gladly,gladly
66,c04-110-01-03_66_Bella,Bella
128,n03-103-04-01_128_tiller,tiller
114,p06-047-10-04_114_leaflet,leaflet
34,e06-070-07-00_34_Cover,Cover
119,d04-125-05-13_119_bondage,bondage
24,n01-031-04-02_24_Milan,Milan
61,n03-064-04-08_61_dashed,dashed
60,f07-092a-00-00_60_Dante,Dante
77,m04-231-06-02_77_basket,basket
11,f07-084b-04-03_11_sang,sang
40,m01-084-06-06_40_BBC,BBC
60,f07-084a-09-02_60_fishes,fishes
77,n04-009-06-01_77_sharing,sharing
150,f07-002-08-03_150_flame,flame
151,g02-059-06-05_151_paler,paler
117,f07-019b-03-02_117_epoch,epoch
75,m06-048-00-14_75_die,die
65,f04-064-01-09_65_journal,journal
116,n01-052-01-05_116_Po,Po
11,f07-084b-05-07_11_soup,soup
102,m01-149-02-10_102_flocked,flocked
131,m03-020-00-00_131_Hope,Hope
29,d01-098-01-10_29_roll,roll
6,g01-031-04-02_6_manors,manors
112,m02-109-07-01_112_layers,layers
60,f07-081a-07-02_60_exists,exists
19,n06-140-02-00_19_peeking,peeking
133,p02-101-05-00_133_dance,dance
43,m03-118-02-03_43_summons,summons
98,p03-080-06-05_98_Trouble,Trouble
5,m01-095-01-00_5_Laurier,Laurier
75,m06-106-06-03_75_tendon,tendon
75,m06-031-06-00_75_rays,rays
22,m03-114-05-06_22_relaxed,relaxed
131,m03-020-00-02_131_die,die
74,p03-040-02-07_74_toes,toes
19,n06-140-01-09_19_barrel,barrel
121,m04-038-05-00_121_damn,damn
5,m01-095-05-02_5_sang,sang
39,m04-123-07-03_39_peered,peered
156,n04-048-01-00_156_famous,famous
150,f07-006-06-00_150_gleam,gleam
117,f07-024b-04-00_117_dish,dish
125,f04-079-10-02_125_relate,relate
99,d06-067-01-04_99_complex,complex
112,m02-109-07-05_112_psyche,psyche
117,f07-024b-03-03_117_royal,royal
51,d06-056-05-05_51_pain,pain
19,n06-111-00-12_19_Town,Town
43,m03-118-04-08_43_crowned,crowned
134,f07-021a-01-06_134_Britons,Britons
60,f07-088a-01-01_60_dietary,dietary
86,g03-032-01-03_86_helpful,helpful
149,r03-053-03-03_149_somehow,somehow
15,d04-028-05-06_15_Glory,Glory
125,f04-074-03-04_125_await,await
30,g01-025-01-05_30_anvils,anvils
83,n01-057-03-00_83_Tartaro,Tartaro
60,f07-088a-09-00_60_bowl,bowl
104,g01-012-02-02_104_glory,glory
84,d06-020-02-10_84_latent,latent
66,c04-110-01-15_66_tempo,tempo
114,p06-042-05-00_114_tied,tied
68,d04-032-06-01_68_Light,Light
2,n02-004-06-01_2_veranda,veranda
65,f04-064-03-02_65_gloom,gloom
75,m06-106-03-01_75_Haris,Haris
88,g07-000b-07-08_88_Corfu,Corfu
104,g01-012-04-00_104_Hawley,Hawley
123,f07-000-06-00_123_dance,dance
95,p01-147-03-03_95_tidying,tidying
88,f07-096-06-01_88_punch,punch
147,d04-053-06-08_147_heed,heed
134,f07-024a-06-00_134_embers,embers
150,f07-002-04-08_150_hilly,hilly
22,m03-114-07-01_22_tribes,tribes
26,d07-096-00-06_26_sugya,sugya
117,f07-024b-09-05_117_salt,salt
24,n01-045-00-04_24_reduced,reduced
26,d07-093-07-02_26_sugya,sugya
141,m01-060-05-00_141_Mind,Mind
6,g01-037-04-05_6_bidders,bidders
130,c04-150-00-00_130_Potter,Potter
114,p06-030-01-07_114_Scorn,Scorn
109,m04-072-08-02_109_ravine,ravine
92,g01-074-09-02_92_rarer,rarer
35,n03-113-00-03_35_Dad,Dad
134,f07-024a-08-00_134_lifted,lifted
34,e06-070-03-02_34_haddock,haddock
77,m04-246-00-01_77_dog,dog
24,n01-020-08-03_24_surface,surface
138,p02-109-07-06_138_safely,safely
65,f04-061-07-05_65_Tunnel,Tunnel
2,n02-009-03-03_2_fetch,fetch
19,n06-111-00-03_19_Somers,Somers
6,g01-034-08-04_6_mirror,mirror
149,g03-049-06-00_149_courage,courage
68,d04-032-10-00_68_Sabbath,Sabbath
51,e06-021-10-01_51_drifted,drifted
149,n02-127-05-06_149_airily,airily
54,m02-069-01-02_54_instil,instil
26,d07-102-03-10_26_Ramah,Ramah
60,f07-088a-08-03_60_bread,bread
7,m01-136-09-03_7_knob,knob
36,g01-008-06-05_36_mining,mining
105,d04-111-07-07_105_wink,wink
66,c04-110-03-01_66_CHARLES,CHARLES
101,d03-117-04-06_101_Moab,Moab
14,n04-130-00-01_14_flushed,flushed
105,d04-111-03-07_105_Matzo,Matzo
13,g04-048-06-04_13_Altar,Altar
125,f04-079-03-06_125_tunnel,tunnel
121,m04-061-01-09_121_Send,Send
42,g03-000-02-06_42_conceal,conceal
116,n01-052-00-06_116_focused,focused
0,m03-013-02-05_0_Trout,Trout
75,m06-048-02-01_75_jaw,jaw
145,n03-066-03-02_145_beings,beings
5,m01-095-00-07_5_Chateau,Chateau
125,f04-079-02-05_125_ensured,ensured
76,g01-039-06-00_76_export,export
11,f07-069-05-03_11_groaned,groaned
26,d07-100-07-04_26_verse,verse
26,d07-093-08-05_26_Mishnah,Mishnah
49,m03-033-04-01_49_forest,forest
125,f04-074-09-06_125_silk,silk
16,p01-155-06-05_16_flashed,flashed
64,e06-015-05-00_64_shoals,shoals
112,m02-109-00-05_112_shorts,shorts
75,m06-091-00-10_75_mouths,mouths
124,d01-118-06-01_124_roll,roll
156,n04-048-07-03_156_Seaweed,Seaweed
25,f04-057-06-00_25_nected,nected
88,f07-092b-05-08_88_turbot,turbot
59,n04-100-00-03_59_bowl,bowl
15,d04-021-03-05_15_existed,existed
109,m04-093-07-06_109_heavens,heavens
153,d01-052-01-02_153_Greek,Greek
80,m01-110-11-04_80_nucleus,nucleus
92,g01-074-01-05_92_rivalry,rivalry
108,n02-062-04-06_108_dare,dare
109,m04-072-09-00_109_robbers,robbers
15,d04-021-02-02_15_incises,incises
26,d07-089-02-05_26_thesis,thesis
26,d07-102-00-01_26_Gemara,Gemara
103,p01-168-04-09_103_rocks,rocks
77,m04-231-05-09_77_nursing,nursing
19,n06-111-03-01_19_camp,camp
136,d01-085-06-08_136_print,print
0,m03-013-04-09_0_lurking,lurking
114,p06-096-04-05_114_Strange,Strange
147,d04-053-04-03_147_animals,animals
156,n04-068-05-00_156_Seaweed,Seaweed
48,c04-134-03-09_48_hobby,hobby
51,e06-021-00-06_51_shoal,shoal
111,m02-095-08-02_111_grown,grown
6,g01-031-07-04_6_bounty,bounty
11,f07-073-08-06_11_sombre,sombre
24,n01-045-06-03_24_engine,engine
26,d07-093-04-06_26_sugyas,sugyas
101,d03-117-04-04_101_Mesha,Mesha
149,n02-109-06-01_149_bully,bully
88,f07-092b-03-00_88_dish,dish
12,d05-025-02-02_12_Bacon,Bacon
41,n02-157-05-06_41_Mistah,Mistah
149,n02-104-03-03_149_nudging,nudging
13,g04-048-06-00_13_gifts,gifts
114,p06-096-07-04_114_ruin,ruin
150,f07-006-01-08_150_lance,lance
114,p06-047-10-01_114_tore,tore
11,f07-069-09-03_11_dishes,dishes
84,d06-046-06-01_84_surge,surge
77,m04-246-03-01_77_roared,roared
39,m04-131-07-07_39_Rhondda,Rhondda
64,e06-015-09-04_64_spawn,spawn
101,d03-117-00-04_101_gardens,gardens
14,n04-130-00-10_14_charity,charity
47,m02-080-04-04_47_grand,grand
57,d04-089-00-12_57_Hebrew,Hebrew
154,p02-135-02-03_154_awkward,awkward
60,f07-084a-10-07_60_peppers,peppers
119,d04-131-00-05_119_redeem,redeem
59,n04-107-01-04_59_humdrum,humdrum
150,f07-000b-04-07_150_dance,dance
117,f07-024b-07-04_117_glowing,glowing
93,f04-083-08-09_93_Bridger,Bridger
75,m06-048-05-08_75_Flor,Flor
105,d04-111-00-05_105_Peshat,Peshat
36,g01-008-02-03_36_Gaunt,Gaunt
0,m03-013-00-08_0_gazing,gazing
24,n01-020-04-01_24_summit,summit
57,d04-086-03-06_57_Matzo,Matzo
11,f07-073-05-02_11_victory,victory
19,n06-074-05-00_19_morrow,morrow
14,n04-139-06-01_14_Tell,Tell
44,g03-064-05-03_44_Marxism,Marxism
60,f07-092a-00-01_60_Gabriel,Gabriel
89,p02-000-01-03_89_customs,customs
12,d05-008-05-04_12_dashed,dashed
124,d01-123-01-06_124_Mark,Mark
11,f07-073-01-06_11_stews,stews
57,d04-086-04-06_57_mixture,mixture
155,f04-071-08-08_155_Peacock,Peacock
109,m04-072-02-07_109_cargo,cargo
59,n04-092-02-00_59_please,please
39,m04-123-04-04_39_mam,mam
56,d04-058-05-07_56_perish,perish
111,m02-095-05-00_111_haps,haps
93,f04-087-01-10_93_Emma,Emma
39,m04-123-10-03_39_shroud,shroud
75,m06-042-01-09_75_grub,grub
65,f04-064-07-03_65_robbed,robbed
24,n01-020-07-05_24_spots,spots
10,d06-086-05-08_10_drift,drift
71,n02-028-01-02_71_disgust,disgust
11,f07-084b-08-06_11_garlic,garlic
44,g03-064-07-03_44_keen,keen
37,p01-174-06-07_37_stained,stained
3,p02-076-05-02_3_clutch,clutch
96,g02-065-01-04_96_cutting,cutting
147,d04-053-02-04_147_Help,Help
71,n02-049-04-06_71_hoot,hoot
130,c04-144-00-00_130_Say,Say
117,f07-024b-04-07_117_cooked,cooked
6,g01-034-01-08_6_oust,oust
94,p03-033-00-01_94_Bless,Bless
62,d06-076-01-09_62_sapped,sapped
32,m03-006-04-01_32_peered,peered
69,m01-125-04-01_69_forth,forth
59,n04-092-05-09_59_pushed,pushed
117,f07-019b-02-00_117_mammoth,mammoth
133,p02-101-07-00_133_ging,ging
65,f04-064-05-01_65_shudder,shudder
151,g02-059-00-01_151_Chapter,Chapter
51,d06-027-00-04_51_Saviour,Saviour
31,f04-043-01-07_31_traced,traced
11,f07-069-02-08_11_assumed,assumed
2,n02-004-08-09_2_stead,stead
51,e06-021-09-04_51_fry,fry
130,c04-150-03-04_130_cameras,cameras
107,p03-047-09-06_107_Trouble,Trouble
22,m03-114-05-00_22_mood,mood
75,m06-048-06-05_75_flight,flight
75,m06-106-06-07_75_sail,sail
129,d04-096-02-05_129_Hebrew,Hebrew
104,g01-019-08-08_104_victory,victory
150,f07-006-06-02_150_glitter,glitter
31,f04-039-06-08_31_medium,medium
93,f04-083-07-00_93_jolly,jolly
19,n06-123-08-04_19_creek,creek
101,d03-117-02-03_101_pools,pools
153,d01-052-04-00_153_scripts,scripts
67,c04-165-01-00_67_Guest,Guest
34,e06-033-03-09_34_nets,nets
85,g01-088-07-08_85_pious,pious
57,d04-086-01-10_57_emblems,emblems
125,f04-079-06-06_125_traffic,traffic
104,g01-012-00-09_104_sortie,sortie
114,p06-096-08-03_114_Had,Had
116,n01-052-07-07_116_whisked,whisked
0,m03-013-01-08_0_stars,stars
36,g01-008-01-06_36_Du,Du
123,g07-079a-01-00_123_hollow,hollow
19,n06-092-05-07_19_camp,camp
12,d05-008-06-00_12_Book,Book
29,d01-104-01-06_29_History,History
24,n01-020-04-03_24_Mont,Mont
66,c04-116-02-07_66_Tin,Tin
149,r03-053-04-05_149_slimy,slimy
66,c04-116-00-09_66_garages,garages
12,d05-025-07-02_12_foster,foster
122,d04-066-04-00_122_bind,bind
19,n06-123-05-06_19_mesa,mesa
58,g03-040-02-06_58_sang,sang
9,n03-106-02-00_9_hip,hip
70,p02-008-04-03_70_veranda,veranda
10,d06-041-00-02_10_tires,tires
154,p02-135-08-05_154_occupy,occupy
4,n04-202-05-02_4_pairs,pairs
19,n06-111-04-05_19_trail,trail
132,n01-004-04-05_132_fail,fail
57,d04-089-05-05_57_hurled,hurled
121,m04-061-00-15_121_Roberts,Roberts
149,n02-109-01-05_149_missed,missed
57,d04-086-03-12_57_Herbs,Herbs
129,d04-101-03-05_129_meek,meek
39,m04-113-05-04_39_Roberts,Roberts
75,m06-048-02-06_75_grub,grub
121,m04-043-00-15_121_dot,dot
104,g01-019-02-02_104_primary,primary
99,e06-026-05-04_99_surface,surface
150,f07-009-00-04_150_dishes,dishes
147,d04-053-02-00_147_midst,midst
39,m04-107-01-02_39_Youth,Youth
62,e06-010-02-01_62_migrate,migrate
117,f07-013-09-00_117_dishes,dishes
75,m06-083-01-07_75_outcast,outcast
65,f04-061-02-07_65_travel,travel
117,f07-024b-01-04_117_cooking,cooking
116,n01-052-02-04_116_trace,trace
26,d07-093-05-00_26_quoting,quoting
11,f07-084b-07-04_11_Green,Green
80,m01-110-05-03_80_freely,freely
26,d07-089-04-01_26_thesis,thesis
