line_id,writer_id
g06-037p-05,347
a04-027-03,59
a02-067-05,32
l01-187-07,473
b04-175-02,113
a01-043-09,12
g06-018g-05,338
p03-142-03,626
h07-075a-03,392
a03-047-02,37
f07-069-03,291
c06-047-06,132
c06-027-03,128
r03-050-04,662
f01-075-03,253
b02-105-01,99
h07-057a-01,389
p03-087-05,567
g06-018f-00,337
c03-003b-04,151
m02-069-06,525
c06-087-05,126
c03-003f-08,155
r06-041-01,670
a05-069-07,0
c03-094b-06,151
b05-058-04,118
r06-011-01,635
n06-092-06,588
h04-028-00,376
d01-024-03,176
j06-034-10,415
e07-072-05,246
b06-036-03,126
r02-000-00,636
f07-088a-00,292
d06-000-04,202
g04-068-02,325
k07-166-01,456
d06-063-02,173
c02-056-06,145
h01-014-01,357
n03-066-00,573
g06-011e-07,336
n04-075-00,583
a04-023-06,59
g06-037l-04,343
b04-081-01,110
g01-008-07,295
e04-022-03,232
c03-087a-08,150
p06-104-05,634
l01-187-02,473
k04-028-03,442
a02-082-04,35
r06-111-03,671
e01-059-00,213
p03-181-00,631
b06-075-03,124
a03-080-05,0
c02-078-03,147
b01-000-05,87
e04-011-01,231
a06-039-03,72
h07-063b-06,390
m03-110-01,542
f07-069-07,291
n01-020-03,555
a01-117-07,19
c06-138-10,129
h07-017-03,385
m04-131-00,547
c03-096d-02,153
a06-064-09,76
g06-037d-05,335
m06-048-02,552
r03-065-04,664
e04-000-04,158
l04-130-07,490
g06-050p-04,347
l04-102-03,487
h07-028-07,386
b02-035-07,95
g06-089-02,349
c02-017-01,139
c04-110-01,168
k04-017-07,239
g01-031-01,298
c03-096d-08,153
e04-015-00,231
g06-045r-05,348
d04-005-05,184
g06-042l-03,343
c04-050-07,162
m02-072-02,526
a04-010-07,58
a05-094-08,0
f07-028a-01,288
h07-030a-09,387
g06-031h-02,339
k04-136-01,451
g06-018m-02,344
a06-025-04,70
b03-098-04,103
f04-071-08,281
b06-023-03,123
f04-043-06,277
h06-092-06,384
m04-138-00,547
l04-082-08,485
h07-069-04,391
p03-033-01,618
j04-035-03,405
c03-007b-04,151
c06-080-06,133
l07-172-00,498
l01-187-09,473
a01-014u-06,0
a01-049-08,12
b01-009-01,87
k04-115-03,450
g06-045r-04,348
g04-022-07,319
h07-051b-08,388
p02-081-03,599
j04-053-06,407
r06-053-07,670
p03-057-08,567
k04-054-06,443
e01-014-01,210
c03-007a-05,150
b05-045-06,117
g07-050-01,353
k07-134-01,455
b04-026-06,108
b04-181-05,113
g06-031o-08,346
e07-012-08,246
m02-080-03,528
h07-051b-02,388
a01-063x-07,15
r06-062-00,670
g06-042e-01,336
n03-113-06,579
c04-139-00,169
m02-083-04,529
f07-013-10,287
g07-028b-05,352
g06-031g-00,338
a01-096u-07,0
h04-021-04,330
a01-049x-04,0
h04-078-04,383
l07-103-07,496
k04-156-02,453
a02-082-07,35
e04-058-05,236
g06-037m-01,344
n02-004-00,560
g01-022-06,297
c04-044-06,161
g04-003-01,239
h07-003-02,355
e02-074-04,223
h01-024-06,359
e01-025-00,211
h04-007-07,330
h07-000-02,355
n04-044-07,582
g06-047g-00,338
f04-068-00,281
a04-035-00,60
g01-034-08,298
e06-010-00,203
a03-027-03,47
a01-132u-05,0
a06-000-02,66
h07-080a-04,392
c03-087a-05,150
e07-000-00,85
c03-016d-01,153
c04-066-06,163
g06-050o-09,346
e07-007-02,245
d01-080-00,179
b01-014-05,88
g06-047f-04,337
e07-083-03,247
e07-108-10,248
c03-021b-08,151
h02-040-02,372
f04-032-04,276
h04-078-01,383
l04-082-05,485
g05-098-00,118
e07-003-05,244
m01-032-02,504
n06-169-08,551
a01-058-04,13
p06-052-02,634
g06-026n-05,345
a04-066-08,62
a05-116-03,0
c03-000f-03,155
n06-186-06,551
g06-026a-00,332
m01-115-00,515
d01-024-02,176
k04-039-06,439
g01-016-07,296
h02-008-02,363
a02-032-02,25
c03-000b-03,151
g06-050a-03,332
d06-104-01,205
g07-014b-03,350
r06-044-05,670
a02-090-00,26
c06-083-06,174
d03-112-06,182
a04-047-03,61
d07-089-07,209
c04-035-00,159
h04-074-00,382
e04-000-07,158
k02-102-06,428
l01-023-03,458
f07-000b-06,286
l04-066-04,484
a04-047-06,61
j04-065-08,408
c01-066-03,136
m04-019-01,544
g04-077-02,326
j06-014-10,384
c04-066-00,163
a01-063u-01,0
b01-023-03,88
c03-021e-06,154
c03-081d-01,153
b06-100-01,133
n04-218-04,587
l04-163-00,493
g07-000b-01,293
c04-004-02,157
r02-131-02,653
a06-008-06,67
g06-031b-03,333
k07-059a-01,454
a01-072u-05,0
f04-096-02,193
n01-009-04,553
p03-163-01,629
c03-094b-02,151
a02-008-00,23
p03-057-03,567
j06-034-08,415
g07-028b-01,352
l04-066-06,484
g06-047p-01,347
g06-047j-00,341
f01-070-08,252
c03-081c-07,152
a03-054-08,53
f02-076-02,266
g06-050o-04,346
m02-087-00,530
a05-017-10,0
p02-115-00,603
n04-084-06,584
r06-007-06,635
c06-014-05,129
p03-004-05,612
g06-011k-08,342
m04-222-01,549
r06-049-05,670
c02-082-01,148
c03-081f-04,155
e06-010-07,203
d07-100-09,209
e01-018-07,210
a02-024-00,25
c04-165-04,172
g06-031d-02,335
d01-104-00,180
a02-120-05,39
g04-095-05,273
j06-005-07,384
g06-050p-03,347
a04-054-01,61
j04-094-00,411
p06-042-08,634
g01-008-02,295
a01-063-09,13
c04-044-08,161
b06-093-03,125
c03-094f-07,155
e04-052-06,235
j04-039-02,404
c02-059-09,146
d07-093-05,209
c04-080-05,165
b03-025-03,100
g07-042-09,353
b04-134-00,112
h06-003-07,349
b04-081-03,110
b05-098-07,121
l07-065-02,495
k04-057-02,444
d01-098-04,180
b05-083-06,121
f04-083-08,283
a01-053u-09,0
l01-050-07,460
c03-096a-07,150
g04-039-00,320
g06-047h-02,339
p03-004-11,612
a02-086-06,36
m04-145-07,548
g06-018l-04,343
e01-113-06,216
e02-086-03,225
e02-025-08,222
p03-135-02,625
r06-062-01,670
m01-100-03,364
e04-015-01,231
g06-037c-10,334
b01-073-01,91
p03-173-08,630
n02-028-01,561
a01-014-04,7
g06-018d-05,335
f07-042a-06,285
n02-098-02,567
n06-100-05,588
g06-047n-02,345
g06-047n-04,345
b01-023-00,88
b04-140-03,112
e07-079-06,247
e04-000-00,158
h05-012-01,118
m01-026-07,503
g07-014b-01,350
a04-019-02,59
l01-199-07,475
m06-083-07,552
b01-089-00,92
c04-000-04,157
f02-040-00,264
a05-121-05,0
k02-076-00,425
b04-089-00,110
c03-094e-06,154
n04-107-08,584
f07-002-04,286
g06-031c-00,334
a01-007u-02,0
k04-061-06,444
a01-077u-07,0
c03-084c-01,152
l07-190-04,498
c06-138-05,129
a01-026x-01,8
m01-022-03,502
g01-000-08,217
p02-150-02,610
f04-057-03,279
g07-044-10,353
b01-023-05,88
k04-075-00,446
p03-158-05,628
p06-088-00,634
p03-173-03,630
m01-049-01,506
g06-037p-06,347
k04-054-01,443
g05-094-02,119
d06-111-02,203
n06-128-08,588
e04-038-01,234
d05-025-03,199
l04-147-00,491
e06-021-09,206
l07-118-03,497
h01-007-08,356
r03-115-02,669
a06-036-00,71
g04-043-06,321
c03-084f-08,155
h06-079-04,384
e04-000-03,158
g06-018m-01,344
b01-009-07,87
h07-040b-00,387
c06-058-05,131
k04-103-07,448
g06-037b-08,333
h07-037-06,386
d06-082-00,174
f04-024-01,275
c03-003d-01,153
g07-000a-07,294
a04-006-05,58
n04-107-05,584
l01-000-02,457
p02-101-04,600
h04-055-02,379
a01-043u-00,0
n04-075-05,583
e07-108-02,248
g07-065-00,354
g06-042d-04,335
c02-000-09,137
a06-119-04,84
e04-015-03,231
d04-058-02,190
g06-047r-05,348
a06-044-06,73
j04-065-05,408
f04-074-04,282
g01-088-09,302
e01-059-02,213
g01-000-04,217
p03-158-02,628
c03-087c-02,152
h07-080a-06,392
f07-076a-05,292
a05-013-00,0
p03-185-02,632
g01-045-08,299
a01-058-00,13
a02-012-02,24
l07-138-06,497
p03-012-02,614
p03-047-04,620
c03-084e-05,154
g06-026b-04,333
e01-062-00,213
d07-093-06,209
f07-036-08,289
c06-100-02,123
h07-017-05,385
e07-094-06,248
n04-163-06,585
l04-141-01,491
b04-162-03,113
a01-053u-07,0
a03-020-00,45
g07-026a-07,351
p03-173-04,630
a03-006-04,40
j04-111-07,414
g07-079a-09,285
e02-117-00,229
b02-045-07,96
p02-069-08,598
d06-107-07,204
e04-091-04,241
a04-085-06,63
l04-130-00,490
b06-059-07,130
g06-037m-09,344
c06-138-00,129
g01-067-09,300
p06-096-01,634
a01-122u-10,0
b04-040-02,108
h07-078a-03,392
g04-007-07,273
c06-128-03,128
c04-105-00,167
g07-069a-07,354
g07-065-02,354
g06-037i-03,340
g06-026n-06,345
n06-100-02,588
c03-096f-05,155
k03-138-05,432
g06-037l-06,343
l04-087-05,486
m01-079-01,509
c06-106-05,127
d04-047-04,188
n01-020-02,555
c03-087d-01,153
c06-095-00,131
d04-071-00,192
l04-093-03,486
f07-009-08,286
g04-063-01,324
g06-047k-01,342
b04-134-07,112
l04-071-01,484
d01-049-01,177
g06-047r-00,348
n04-052-03,583
e02-094-01,227
m04-007-01,544
a01-038-08,7
c03-000f-01,155
k02-102-00,428
h07-060b-01,390
a04-092-08,64
a03-040-02,51
n04-218-05,587
e04-015-07,231
k07-176-03,456
g04-052-01,322
b04-096-00,110
r06-137-05,671
k07-166-04,456
b05-062-02,118
a01-030x-07,10
a01-087-08,17
a04-092-05,64
k07-122-07,455
g06-050f-02,337
a05-053-06,0
g06-042k-05,342
h04-055-01,379
n02-045-04,563
k03-117-01,431
e04-091-02,241
d01-098-06,180
g01-083-00,301
h04-049-07,378
c06-106-09,127
b06-015-02,127
a01-058x-02,14
n02-045-05,563
p06-069-09,634
g07-069a-05,354
f04-024-06,275
e07-007-04,245
r06-022-03,635
h07-023-02,385
g06-045b-09,333
d05-008-00,199
j06-026-03,415
d01-060-03,178
p02-000-05,593
b04-121-04,111
h07-033a-07,387
h01-030-01,361
g06-011i-01,340
b04-075-04,109
c04-128-04,165
c04-165-03,172
n04-100-04,584
k07-122-00,455
f07-016-07,287
g06-011i-03,340
g06-026c-05,334
l01-065-07,461
p02-121-05,604
c02-078-00,147
n06-194-05,551
g01-008-04,295
n01-031-00,555
b04-010-05,107
g06-042d-02,335
m02-052-02,521
n01-009-02,553
b04-047-05,108
h07-037a-07,387
g06-018l-06,343
j07-012-03,393
a06-147-00,85
m04-078-00,546
b06-082-00,132
k04-149-03,452
h01-014-02,357
r06-143-03,635
b05-074-05,119
m04-100-04,546
r02-000-04,636
j04-012-05,401
a01-049u-02,0
b05-038-02,117
l01-000-03,457
n04-068-05,583
g04-063-05,324
g03-032-05,312
p02-121-02,604
m01-121-03,513
j04-046-10,405
p06-042-09,634
g06-047j-02,341
c04-156-03,171
h07-084-07,392
b06-064-05,133
a04-035-04,60
h07-057a-07,389
m04-000-06,544
c04-089-07,166
b05-098-08,121
h07-007-02,355
j04-008-08,400
g01-008-06,295
e01-018-00,210
g06-031h-07,339
f07-019a-05,288
d01-049-04,177
l07-187-07,498
g06-037l-00,343
k04-149-02,452
j01-059-09,396
b01-073-07,91
c03-000a-01,150
h07-051b-09,388
b01-113-03,93
b06-075-00,124
m01-131-03,514
l07-080-01,496
g01-043-01,299
a05-069-06,0
g06-047a-00,332
h07-087-00,393
h04-007-01,330
p06-052-08,634
e02-091-06,226
c06-039-01,123
p06-242-02,635
n06-092-03,588
b05-038-00,117
c02-078-05,147
g06-026e-04,336
g06-018n-02,345
k07-063a-00,454
a05-039-05,0
e01-062-05,213
a02-057-06,30
n06-140-00,588
g06-018f-04,337
g06-045j-08,341
p02-076-02,599
h07-066a-02,389
g01-034-00,298
f07-024b-02,287
g07-084-05,355
p03-112-00,567
m01-131-06,514
j06-014-05,384
p01-174-02,592
g04-055-01,323
p06-047-02,634
a03-037-07,50
a06-025-06,70
e01-018-08,210
f07-016-00,287
n02-037-01,562
a01-077-09,16
c06-005-00,125
b01-044-00,90
f07-046b-01,290
g03-040-07,313
g03-064-07,318
k02-102-01,428
a06-100-06,81
c02-012-04,140
d06-091-03,202
n03-126-01,581
d07-102-01,209
l07-111-02,496
g06-037d-09,335
n03-103-00,577
k07-146-01,455
d05-030-03,199
f07-032a-06,288
n06-182-05,551
a02-050-07,28
m04-216-05,549
p03-009-05,613
a06-075-03,78
p03-047-02,620
l01-000-07,457
k04-039-01,439
g04-022-01,319
g06-045h-04,339
n04-218-01,587
h07-063b-02,390
e06-070-00,207
n03-082-06,575
a03-040-00,51
g06-026p-03,347
g04-052-04,322
a05-048-03,0
p06-047-01,634
g06-047i-05,340
c03-021d-08,153
r02-003-03,637
k02-053-06,422
m06-042-02,552
k04-033-08,442
c03-003b-06,151
p06-096-06,634
c04-144-05,170
b05-032-03,116
n06-156-01,551
l01-030-05,459
k03-180-03,420
g06-011e-03,336
g06-047b-03,333
b05-083-02,121
m01-110-09,514
b01-018-03,88
p01-168-00,591
b01-118-03,93
a06-014-04,68
p03-057-00,567
g06-037m-08,344
e06-026-07,205
m02-102-00,533
e01-055-05,181
m01-012-00,500
f01-147-06,256
f07-036-03,289
b02-105-04,99
f07-021a-05,288
b05-083-04,121
m02-106-08,527
a06-064-00,76
h07-003-07,355
d04-086-01,194
h07-025-02,386
n04-060-04,583
c06-138-09,129
g06-018h-03,339
d01-056-04,178
a01-030x-05,10
a06-141-05,85
m04-209-00,549
f07-092a-02,292
a02-004-08,22
e02-018-00,220
g03-052-10,316
g01-004-00,295
f04-071-06,281
c03-003d-00,153
g03-043-03,314
a01-030x-04,10
a06-000-01,66
n04-048-01,583
j06-008-03,384
d06-046-03,173
n04-139-08,585
p02-139-04,608
g01-067-02,300
e04-015-02,231
k04-033-03,442
e02-100-05,228
g06-011e-06,336
k07-152-07,456
b05-098-01,121
m01-149-03,518
c03-081d-06,153
g03-032-02,312
a02-124-02,37
a02-086-05,36
a02-093-05,26
e07-101-10,248
e06-021-08,206
d01-080-03,179
g06-047k-06,342
c03-084d-00,153
b04-000-03,107
a03-040-01,51
a01-049-00,12
c02-012-08,140
g01-034-05,298
a03-080-04,0
c03-084d-03,153
h04-061-08,380
g06-037j-09,341
a04-081-05,63
n04-139-04,585
g06-037e-06,336
h07-013-05,385
m04-231-02,550
g07-038-05,353
c03-021b-03,151
r06-018-02,635
f04-053-02,279
g06-011p-02,347
n04-149-03,585
e04-058-04,236
c06-031-03,130
a04-092-07,64
c03-021e-05,154
l01-173-04,471
g06-047a-07,332
g07-026a-08,351
g04-022-06,319
a01-132-08,20
g06-050o-01,346
g06-011e-08,336
l01-023-01,458
m04-164-00,548
f07-028a-00,288
r03-053-04,315
b01-136-05,94
d06-067-01,205
r02-000-05,636
a06-090-07,79
g06-042c-04,334
c03-087e-03,154
m03-013-04,537
g06-026j-02,341
a01-011u-05,0
e06-049-03,205
m04-093-08,546
a03-071-01,0
h06-079-01,384
n02-004-03,560
h07-033-09,386
r02-070-06,645
g06-011g-04,338
k04-110-08,450
a05-022-08,0
a06-134-02,85
d06-050-06,174
l01-000-08,457
a05-108-05,0
e01-102-04,215
p02-081-07,599
d04-111-09,196
m01-104-04,513
g06-037c-03,334
d06-037-05,207
g06-011i-08,340
g06-101-02,349
a04-089-08,63
g06-011k-02,342
l01-007-00,458
g06-018b-04,333
d06-030-03,174
a01-063-03,13
c03-087e-06,154
m03-118-02,543
g06-018e-03,336
k07-158-04,456
p06-052-07,634
a06-070-01,77
g06-031p-05,347
a01-053u-04,0
e07-101-06,248
r06-106-00,671
g07-010b-00,350
a06-152-10,86
l07-181-00,498
g07-022b-03,352
k04-115-01,450
e06-037-01,202
a01-117u-04,0
j04-076-03,409
a02-046-02,27
h02-043-07,373
g06-047b-05,333
f04-011-09,272
a05-116-08,0
g04-104-00,330
h01-018-05,357
m02-087-05,530
m06-083-06,552
m04-152-03,548
a01-077-00,16
g06-026i-00,340
a05-089-08,0
b06-019-06,128
g06-047m-04,344
c03-007c-06,152
b04-208-01,114
e04-026-01,233
m06-067-01,552
f07-073-00,291
h07-025-08,386
l07-187-01,498
e01-086-01,214
r02-054-04,642
l01-195-06,474
m04-107-06,547
p03-181-04,631
a06-110-05,82
j04-061-04,408
a05-073-02,0
j06-014-06,384
j04-008-05,400
a05-039-04,0
n04-031-01,582
m03-006-01,536
e01-014-05,210
g04-043-03,321
k07-063a-02,454
e04-058-02,236
e04-026-03,233
g02-065-03,305
h07-011-03,355
e04-000-05,158
k04-103-00,448
l04-106-01,488
a06-008-05,67
h04-082-04,383
n06-194-06,551
e07-061-05,246
j07-012-02,393
a04-099-06,64
m04-190-09,549
e01-086-06,214
f02-020-04,260
p02-008-07,594
a02-078-02,34
f07-046a-01,285
p03-181-05,631
g04-092-07,328
g06-047n-00,345
g06-018p-01,347
m04-024-06,544
a02-008-08,23
g04-098-02,329
c02-012-02,140
g06-011i-00,340
r03-035-01,661
a01-030-03,5
k07-141-05,455
a01-063-06,13
a05-044-01,0
l07-181-05,498
b01-038-02,89
e06-021-10,206
e07-101-05,248
p03-151-07,627
f01-085-04,254
j06-005-08,384
l01-133-02,468
p03-047-05,620
h02-012-05,364
e04-022-07,232
j04-046-06,405
d04-071-07,192
b04-187-01,114
b06-090-00,134
a05-025-09,0
k02-067-05,424
c06-020-03,125
a01-102-10,16
a01-053x-07,14
e01-055-08,181
d04-016-00,185
a05-116-06,0
h07-044a-03,388
g06-045n-06,345
r02-013-03,640
a05-025-00,0
l04-102-01,487
f02-003-04,258
g01-043-04,299
l04-102-06,487
a06-057-04,75
h01-014-04,357
j06-022-07,415
d07-085-06,209
f07-019a-08,288
p06-104-02,634
l04-118-07,489
e07-079-05,247
m01-079-05,509
f02-040-09,264
e07-003-00,244
n04-163-08,585
l01-157-07,470
m01-017-06,501
g06-011m-05,344
g04-101-05,329
g02-062-02,304
m04-123-06,547
g06-018c-03,334
a01-003u-03,0
e01-029-03,212
c03-000c-03,152
m03-114-00,542
b06-068-04,131
r02-146-04,655
e06-000-06,206
d04-096-04,195
m01-026-06,503
c03-094a-07,150
e04-030-03,233
a03-073-11,0
f01-135-05,255
g07-047-03,353
f07-046b-02,290
p02-022-02,596
p02-022-00,596
k04-033-04,442
a03-020-01,45
b01-014-01,88
d06-104-04,205
j01-066-08,398
r02-006-01,638
n01-052-05,557
g06-031i-02,340
a05-089-07,0
b01-118-07,93
d01-056-07,178
h06-085-05,384
e02-074-07,223
a03-037-03,50
m04-131-03,547
g06-042o-04,346
f04-064-05,280
g06-011a-00,332
p02-069-06,598
l04-147-05,491
m01-110-00,514
h04-061-07,380
b03-104-08,104
m04-238-02,550
b01-033-00,89
n02-009-03,560
f07-002-01,286
g07-022a-00,351
f04-011-00,272
c03-081b-06,151
n03-079-04,574
d04-028-05,186
r03-110-05,668
n04-075-07,583
a01-003x-06,3
f01-053-03,250
a04-006-04,58
d06-113-04,208
d06-104-09,205
l01-157-06,470
h05-012-02,118
g02-059-02,303
a05-048-04,0
j04-053-04,407
r06-053-03,670
j04-019-00,403
l07-131-06,497
a01-020u-07,0
a02-042-05,26
a06-075-00,78
n01-009-06,553
c06-095-07,131
g07-034-03,352
g04-003-00,239
e06-070-05,207
g06-031e-04,336
g06-018n-09,345
a06-025-05,70
k07-059a-03,454
g06-047d-04,335
k07-185-08,456
n03-079-05,574
d04-111-10,196
g02-073-00,307
j01-063-00,397
c03-016a-06,150
g04-088-10,328
a01-058-01,13
m01-049-09,506
n02-157-05,570
p02-144-11,609
b01-044-02,90
n02-037-00,562
f07-032b-06,289
l04-124-04,489
e06-026-00,205
e04-119-01,243
d06-050-03,174
f07-002-02,286
g06-031r-06,348
p03-009-04,613
g06-037k-07,342
k07-059a-07,454
p03-040-01,619
a06-134-04,85
c02-026-00,141
e04-086-05,240
d04-005-07,184
j04-098-10,412
h01-000-01,356
b02-045-00,96
n06-133-06,588
a03-020-06,45
a05-044-10,0
c03-094d-01,153
b06-100-06,133
k04-119-00,449
a05-009-05,65
b04-154-04,112
m06-098-03,552
g06-031r-04,348
h06-079-08,384
n02-049-05,561
f01-066-08,251
h07-007-01,355
d06-008-02,173
a01-030u-05,0
c03-081b-08,151
b04-034-02,108
p02-081-08,599
a06-064-03,76
a03-020-04,45
b03-114-00,106
c03-087f-03,155
f02-017-07,259
g06-045i-05,340
a06-036-01,71
b04-020-03,107
p03-103-06,567
f04-039-05,277
j04-076-01,409
a03-027-09,47
r06-000-03,635
g06-011e-02,336
j04-098-07,412
r06-003-03,635
h07-063b-04,390
b01-062-06,17
g02-065-01,305
a01-030u-09,0
k04-057-01,444
b06-071-03,128
c03-016d-02,153
b06-100-09,133
c02-012-05,140
n02-033-03,562
h01-004-04,301
r03-090-01,666
c03-084f-04,155
j04-053-03,407
a04-047-08,61
j04-103-05,413
g06-011b-05,333
n02-146-00,81
m03-114-07,542
p02-076-06,599
m01-026-02,503
k04-075-01,446
g07-000a-05,294
f04-049-00,278
d06-060-02,208
n01-009-01,553
g04-098-00,329
r03-090-03,666
a01-049x-07,0
c03-096c-02,152
f04-074-01,282
h01-027-00,360
a03-017-06,44
r02-137-03,654
h04-055-00,379
a04-019-04,59
r02-081-00,648
k01-051-04,417
j04-039-00,404
h07-037-05,386
h04-074-03,382
f07-069-05,291
l04-026-05,481
c06-039-07,123
e01-050-04,213
a05-116-02,0
f07-042b-05,289
d07-082-00,209
n06-074-01,588
h01-030-04,361
l04-066-07,484
g06-037f-00,337
k03-152-03,434
l01-065-08,461
c04-105-06,167
g01-088-04,302
a01-113u-09,0
g01-016-03,296
m01-090-00,511
r02-060-10,643
a05-099-09,0
a05-125-07,0
a02-106-03,37
a05-094-02,0
e06-037-06,202
g06-011f-03,337
e04-103-02,242
n03-097-00,577
a05-104-01,0
g03-064-00,318
e01-119-02,217
l01-187-03,473
f04-011-04,272
d07-085-04,209
g04-098-03,329
k04-149-06,452
h07-078-05,391
d06-015-00,174
m04-072-07,546
k03-157-03,435
a01-132x-06,0
r03-053-06,315
n04-190-00,586
a01-077u-03,0
b05-032-08,116
a01-049u-03,0
n02-098-01,567
f07-039b-07,289
g03-032-01,312
f07-009-06,286
d07-100-08,209
g06-026k-03,342
a01-053x-04,14
d06-003-05,203
m04-164-07,548
m04-019-05,544
m01-090-03,511
h07-075-01,391
c04-044-02,161
p03-004-00,612
b01-062-04,17
d01-056-03,178
f07-042b-03,289
h06-089-10,384
a06-051-07,74
c06-052-02,126
g06-037j-00,341
g06-096-05,349
a05-116-04,0
p01-147-10,589
k02-076-08,425
a01-026x-00,8
n04-039-04,582
a03-080-03,0
p03-087-07,567
g01-039-06,299
m03-110-03,542
a04-099-08,64
e02-074-09,223
b04-187-07,114
g07-071a-05,354
a02-027-09,25
a02-067-02,32
l04-136-06,490
d04-071-01,192
b01-057-08,17
g07-079a-02,285
b04-175-03,113
k04-136-07,451
h07-003-05,355
h07-007-00,355
a01-003x-03,3
m04-038-05,545
d01-080-05,179
c04-044-03,161
d06-067-08,205
e01-025-06,211
k04-115-07,450
f07-069-04,291
g01-016-04,296
l04-179-04,494
g06-031n-04,345
f07-032a-03,288
a04-096-08,64
g03-064-01,318
b05-017-00,115
h04-035-05,377
c03-007b-01,151
j06-018-05,415
r06-076-07,670
f07-016-05,287
d04-012-04,185
m01-100-05,364
h02-017-00,365
d01-098-02,180
h04-055-05,379
l04-153-07,492
g06-050l-06,343
a01-026x-08,8
j04-019-01,403
c03-007a-04,150
d04-050-02,189
m03-062-06,540
k04-005-00,406
m02-048-08,520
d07-093-03,209
k04-017-09,239
a01-063x-04,15
a03-071-06,0
c03-081f-09,155
h07-013-08,385
b06-000-00,123
f04-087-03,283
b05-083-01,121
k04-061-05,444
j01-049-00,395
h04-055-07,379
n04-084-02,584
g06-018p-00,347
c03-003d-06,153
e07-101-02,248
a02-050-00,28
g06-042a-03,332
b01-038-01,89
m06-091-01,552
a01-128u-08,0
a02-111-09,37
a01-058-02,13
c03-021a-07,150
e04-043-00,235
j04-039-03,404
p02-105-01,601
c01-009-02,135
a05-048-09,0
n06-182-06,551
g07-007a-03,294
g03-040-01,313
a01-058x-00,14
g06-011p-04,347
g01-070-07,300
g01-008-08,295
b06-079-02,130
g07-003a-06,294
g04-060-01,324
c04-122-03,164
l04-136-07,490
l01-105-06,464
a05-025-10,0
a04-099-09,64
a01-072x-01,1
a04-069-01,62
k04-103-06,448
a04-027-05,59
d04-125-02,198
g06-050i-03,340
p03-027-02,616
a03-027-04,47
n03-106-08,578
r06-130-06,671
l01-050-01,460
b04-040-01,108
f01-135-02,255
n06-074-03,588
b06-090-02,134
d01-098-03,180
a06-004-01,66
e04-019-07,232
f07-046a-03,285
e07-086-06,247
b01-049-04,90
c04-039-03,161
n04-156-02,585
e07-094-08,248
c03-007a-06,150
g06-037e-02,336
g06-011g-07,338
l04-118-01,489
e07-090-07,247
g06-050d-02,335
g03-032-07,312
c02-035-00,143
n01-004-01,554
g06-037i-01,340
l07-080-03,496
l01-199-08,475
b04-195-02,114
k04-054-08,443
l07-080-09,496
d06-015-02,174
f01-139-07,217
n06-074-04,588
c03-021a-05,150
r06-011-05,635
j07-012-04,393
j06-026-09,415
p02-008-04,594
j04-070-07,409
e04-109-03,242
k03-117-08,431
p02-115-02,603
a05-053-09,0
a04-027-00,59
n02-009-06,560
a01-091u-09,0
g06-031h-03,339
p02-144-07,609
f07-084a-05,292
f04-011-10,272
b04-175-04,113
r03-007-03,658
m06-076-05,552
m01-125-06,516
e01-032-05,212
d04-021-00,186
a01-003u-06,0
l04-012-06,480
m02-048-03,520
a01-113u-06,0
e07-098-05,248
l04-118-00,489
g04-081-05,327
g06-026k-00,342
g06-018l-01,343
g06-026b-03,333
b01-118-06,93
p03-080-06,623
j07-000-05,393
g07-022a-08,351
r06-130-00,671
b06-053-05,127
a03-020-10,45
a06-008-00,67
c03-007-02,156
h06-089-03,384
c03-094d-03,153
h02-019-01,366
r02-089-04,649
g06-042l-01,343
a06-134-00,85
h07-066a-05,389
m04-180-00,548
g01-000-00,217
k07-141-02,455
h04-028-05,376
c04-061-04,163
b04-154-01,112
b05-042-07,117
a03-063-06,55
k04-142-02,452
k02-036-01,421
m06-098-05,552
f07-000-00,285
g06-042n-00,345
k07-185-06,456
e07-003-02,244
m03-062-08,540
e06-049-06,205
a05-084-04,0
b04-026-01,108
r06-035-01,670
f01-053-04,250
g04-092-00,328
a01-003-08,2
r06-115-08,671
g06-047p-06,347
c03-084a-04,150
b06-087-05,134
c02-022-00,140
b04-162-02,113
k07-152-05,456
h04-028-02,376
f04-061-00,280
h06-096-05,384
k02-018-05,418
a06-057-00,75
f02-044-07,265
e06-041-01,202
d06-067-06,205
b05-058-01,118
a06-070-00,77
b02-105-05,99
c03-007a-01,150
e01-035-06,212
r06-115-00,671
a01-011u-04,0
a04-035-06,60
a02-067-03,32
k04-142-01,452
n02-004-02,560
c04-013-02,158
g06-031c-05,334
a01-132u-01,0
c03-007c-01,152
n04-044-05,582
r03-053-07,315
h07-030-04,386
m01-100-00,364
a01-087u-07,0
k04-093-04,447
a02-093-01,26
p03-181-09,631
a04-010-02,58
h07-030-09,386
d03-112-05,182
f02-038-00,263
l04-174-05,494
f02-033-07,259
g06-026c-04,334
r03-035-02,661
k03-164-01,436
j07-012-08,393
h07-051b-05,388
a05-039-03,0
g07-074a-10,354
n04-130-00,585
a01-132x-03,0
g06-031n-07,345
l01-133-08,468
k07-158-08,456
f04-093-06,193
l01-030-04,459
k04-039-07,439
h07-040-03,388
d06-046-00,173
p03-087-03,567
g01-083-05,301
d05-008-05,199
c03-087a-06,150
g07-077a-07,354
g07-026a-01,351
f04-035-02,276
a03-063-05,55
g06-042n-06,345
a01-072u-02,0
f04-046-03,278
g07-028a-01,351
